Channel Mode,Channel Name,RX Frequency(MHz),TX Frequency(MHz),Band Width,Scan List,Squelch,RX Ref Frequency,TX Ref Frequency,TOT[s],TOT Rekey Delay[s],Power,Admit Criteria,Auto Scan,Rx Only,Lone Worker,VOX,Allow Talkaround,Send GPS Info,Receive GPS Info,Private Call Confirmed,Emergency Alarm Ack,Data Call Confirmed,Allow Interrupt,DCDM Switch,Leader/MS,Emergency System,Contact Name,Group List,Color Code,Repeater Slot,In Call Criteria,Privacy,Privacy No.,GPS System,CTCSS/DCS Dec,CTCSS/DCS Enc,Rx Signaling System,Tx Signaling System,QT Reverse,Non-QT/DQT Turn-off Freq,Display PTT ID,Reverse Burst/Turn-off Code,Decode 1,Decode 2,Decode 3,Decode 4,Decode 5,Decode 6,Decode 7,Decode 8
2,G.Local,441.3375,446.3375,0,7,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,G.Metro,441.3375,446.3375,0,7,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,G.NA,441.3375,446.3375,0,7,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,G.Parrot,441.3375,446.3375,0,7,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97,1,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,G.TAC310,441.3375,446.3375,0,7,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,G.TX Statewide,441.3375,446.3375,0,7,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,G.WW,441.3375,446.3375,0,7,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,G.WWe,441.3375,446.3375,0,7,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,H.AR NSX Local,442.65,447.65,0,8,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,105,1,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,H.Arkansas,442.65,447.65,0,8,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,6,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,H.Audio Test,442.65,447.65,0,8,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,1,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,H.BM NA,442.65,447.65,0,8,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,H.BM Region 5,442.65,447.65,0,8,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,3,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,H.BM USA,442.65,447.65,0,8,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,H.BM WW,442.65,447.65,0,8,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.BM 3148,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,6,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.DCI Bridge,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.Metro,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.NA,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.S.Plains,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.TAC310,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.TAC311,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.TX Statewide,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.WW,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,I.WWe,440.6625,445.6625,0,9,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.BM 3148,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,6,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.Cactus,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.Metro,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.NA,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.S.Plains,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.TAC310,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.TAC311,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.TX Statewide,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.Tarrant County,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.WW,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,J.WWe,441.975,446.975,0,10,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.Cactus,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.DCI Bridge,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.Local,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.Metro,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.Mid Atlantic,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.NA,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.S.Plains,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.SE Region,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.TAC310,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.TAC311,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.TX Statewide,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.USA,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.WW,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,K.WWe,443.45,448.45,0,11,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,L.Metro,442.925,447.925,0,12,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,9,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,L.NA,442.925,447.925,0,12,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,9,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,L.S.Plains,442.925,447.925,0,12,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,9,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,L.TAC310,442.925,447.925,0,12,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,9,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,L.TAC311,442.925,447.925,0,12,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5,9,0,0,0,0,0,None,None,0,0,3,0,1,0,0,0,0,0,0,0,0,0
2,L.TAC312,442.925,447.925,0,12,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,5,9,0,0,0,0,0,None,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,L.TX Statewide,442.925,447.925,0,12,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,6,9,1,0,0,0,0,None,None,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2,L.WW,442.925,447.925,0,12,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,9,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,M.Local,440.5125,445.5125,0,13,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,9,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,M.Metro,440.5125,445.5125,0,13,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,9,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,M.NA,440.5125,445.5125,0,13,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,9,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,M.S.Plains,440.5125,445.5125,0,13,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,9,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,M.TAC310,440.5125,445.5125,0,13,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,9,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,M.TAC311,440.5125,445.5125,0,13,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5,9,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,M.TX Statewide,440.5125,445.5125,0,13,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,9,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,M.WW,440.5125,445.5125,0,13,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,9,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,N.Austin Metro,442.65,447.65,0,14,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,N.Cactus,442.65,447.65,0,14,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,N.Local,442.65,447.65,0,14,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,N.S.Plains,442.65,447.65,0,14,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,N.TX Statewide,442.65,447.65,0,14,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,O.Metro,440.6875,445.6875,0,26,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,O.TX Statewide,440.6875,445.6875,0,26,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,P.Cactus,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.DCI Bridge,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.Local,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.Metro,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.Mid Atlantic,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.NA,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.S.Plains,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.SE Region,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.TAC310,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.TAC311,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.TX Statewide,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.WW,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,P.WWe,440.5,445.5,0,15,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.BM 3148,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,6,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.Cactus,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.DCI Bridge,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.Local,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.Metro,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.NA,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.S.Plains,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.TAC310,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.TX Statewide,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.WW,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,Q.WWe,440.45,445.45,0,16,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,R. WW,441.775,446.775,0,17,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,7,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,R.Cactus,441.775,446.775,0,17,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,3,7,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,R.DCI Bridge,441.775,446.775,0,17,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,7,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,R.Metro,441.775,446.775,0,17,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,7,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,R.NA,441.775,446.775,0,17,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,7,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,R.S.Plains,441.775,446.775,0,17,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,7,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,R.TX Statewide,441.775,446.775,0,17,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,7,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,S.Cactus,442.875,447.875,0,18,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,3,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,S.Local,442.875,447.875,0,18,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,S.S.Plains,442.875,447.875,0,18,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,S.TX Statewide,442.875,447.875,0,18,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,S.Tarrant County,442.875,447.875,0,18,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Silent Bank,449.95,449.95,0,0,1,1,1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Sim.DMR Simplex ,441,441,0,22,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Sim.DMR Simplex ,446.5,446.5,0,22,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Sim.DMR Simplex ,446.075,446.075,0,22,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Sim.DMR Simplex ,433.45,433.45,0,22,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,T.Audio Test,444.9,449.9,0,19,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,1,1,0,0,0,0,0,None,None,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2,T.DCI Bridge,444.9,449.9,0,19,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,T.Metro,444.9,449.9,0,19,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,T.NA,444.9,449.9,0,19,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,T.S.Plains,444.9,449.9,0,19,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,T.TAC310,444.9,449.9,0,19,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,T.TX Statewide,444.9,449.9,0,19,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
