No.,Channel Type,Channel Alias,Rx Frequency,Tx Frequency,Tx Power,TOT,VOX,VOX Level,Scan Add/Step,Channel Work Alone,Default to Talkaround,Band Width,Dec QT/DQT,Enc QT/DQT,Tx Authority,Relay,Work Mode,Slot,ID Setting,Color Code,Encryption,Encryption Type,Encryption Key,Promiscuous,Tx Authority,Kill Code,WakeUp Code,Contacts,Rx Group Lists,Group Lists 1,Group Lists 2,Group Lists 3,Group Lists 4,Group Lists 5,Group Lists 6,Group Lists 7,Group Lists 8,Group Lists 9,Group Lists 10,Group Lists 11,Group Lists 12,Group Lists 13,Group Lists 14,Group Lists 15,Group Lists 16,Group Lists 17,Group Lists 18,Group Lists 19,Group Lists 20,Group Lists 21,Group Lists 22,Group Lists 23,Group Lists 24,Group Lists 25,Group Lists 26,Group Lists 27,Group Lists 28,Group Lists 29,Group Lists 30,Group Lists 31,Group Lists 32,Group Lists 33,
86,Digital CH,8.BronxTRBO,440.66250,445.66250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: BronxTRBO,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Digital CH,8.NTX Wide,440.66250,445.66250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NTX Wide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Digital CH,8.S.Plains,440.66250,445.66250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Digital CH,8.DCI Bridge,440.66250,445.66250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DCI Bridge,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Digital CH,8.BM 3148,440.66250,445.66250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: BM 3148,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Digital CH,9.Worldwide,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Digital CH,9.Local,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Digital CH,9.N.America,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: N.America,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Digital CH,9.Tarrant Metr,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Metro 2,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Digital CH,9.WWe,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: WW English,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Digital CH,9.Texas,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Digital CH,9.BM 3148,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: BM 3148,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Digital CH,9.NTX Wide,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NTX Wide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Digital CH,9.S.Plains,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Digital CH,9.Cactus,441.97500,446.97500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Cactus,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Digital CH,10.NTX Wide,443.45000,448.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Digital CH,10.Texas,443.45000,448.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Digital CH,11.Texas,442.92500,447.92500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Digital CH,11.BM 3148,442.92500,447.92500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: BM 3148,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Digital CH,11.Texas Nexus,442.92500,447.92500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas Nexus,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Digital CH,11.DMR Track,442.92500,447.92500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DMR Track,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Digital CH,11.Oklahoma,442.92500,447.92500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Oklahoma,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Digital CH,11.NTX Wide,442.92500,447.92500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NTX Wide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Digital CH,11.Local,442.92500,447.92500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Digital CH,12.Local,440.51250,445.51250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,9,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Digital CH,12.NTX Wide,440.51250,445.51250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,9,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NTX Wide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Digital CH,12.N.America,440.51250,445.51250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,9,No,Normal Mode,1,No,Always,None,None,Priority Contacts: N.America,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Digital CH,12.S.Plains,440.51250,445.51250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,9,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Digital CH,12.TAC310,440.51250,445.51250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,9,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC310,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Digital CH,12.TAC311,440.51250,445.51250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,9,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC311,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Digital CH,12.Texas,440.51250,445.51250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,9,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Digital CH,12.Worldwide,440.51250,445.51250,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,9,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Digital CH,13.Local,442.65000,447.65000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Digital CH,13.Austin,442.65000,447.65000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Metro 2,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Digital CH,13.Texas,442.65000,447.65000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Digital CH,13.S.Plains,442.65000,447.65000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Digital CH,14.NTX Wide,440.68750,445.68750,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NTX Wide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Digital CH,14.Texas,440.68750,445.68750,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Digital CH,15.Worldwide,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Digital CH,15.NTX Wide,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NTX Wide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Digital CH,15.N.America,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: N.America,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Digital CH,15.Local,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Digital CH,15.WWe,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: WW English,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Digital CH,15.TAC310,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC310,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Digital CH,15.Tarrant Met,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Metro 2,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Digital CH,15.TAC311,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC311,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Digital CH,15.DCI Bridge,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DCI Bridge,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Digital CH,15.Texas,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Digital CH,15.S.Plains,440.50000,445.50000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Digital CH,16.Worldwide,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Digital CH,16.NTX Wide,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NTX Wide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Digital CH,16.N.America,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: N.America,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Digital CH,16.WWe,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: WW English,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Digital CH,16.TAC310,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC310,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Digital CH,16.DCI Bridge,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DCI Bridge,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Digital CH,16.BM 3148,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: BM 3148,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Digital CH,16.Local,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Digital CH,16.Texas,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Digital CH,16.S.Plains,440.45000,445.45000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Digital CH,17.Worldwide,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Digital CH,17.N.America,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: N.America,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Digital CH,17.TAC310,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC310,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Digital CH,17.TAC311,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC311,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Digital CH,17.DCI Bridge,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Digital CH,17.Local,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Digital CH,17.Texas,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Digital CH,17.S.Plains,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Digital CH,17.Houston Met,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Houston Metro,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Digital CH,17.SETXEmComm,441.77500,446.77500,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: SETexasEmComm,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Digital CH,18.Local 440,442.85000,447.85000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Digital CH,18.Tarrant Met,443.03434,447.85000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Metro 2,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Digital CH,18.Texas 440,442.85000,447.85000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Digital CH,18.S.Plains 44,442.85000,447.85000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Digital CH,18.Cactus 440,442.85000,447.85000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Cactus,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Digital CH,18.Local 2m,145.19000,144.59000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Digital CH,18.Tarrant Met,145.60000,144.59000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Metro 2,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Digital CH,18.Texas 2m,145.19000,144.59000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Digital CH,18.S.Plains 2m,145.19000,144.59000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Digital CH,18.Cactus 2m,145.19000,144.59000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Cactus,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Digital CH,19.Worldwide,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Digital CH,19.N.America,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: N.America,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Digital CH,19.TAC310,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC310,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Digital CH,19.TAC311,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC311,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Digital CH,19.TAC312,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TAC312,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Digital CH,19.DCI Bridge,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DCI Bridge,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Digital CH,19.Brazoria,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Brazoria,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Digital CH,19.Local,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Digital CH,19.Texas,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Digital CH,19.19.Plains,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: S.Plains,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Digital CH,19.Cactus,444.90000,449.90000,Mid,180S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,ID-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Cactus,Favorites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
